,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
987,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,328,1489,0
2682,1,0,0,0,34,1,2,0,0,0,0,0,0,0,0,0,3,688,1686,1
5047,1,0,0,0,33,1,2,1,0,0,0,0,0,0,0,1,1,1075,2378,0
1290,1,1,1,0,70,1,2,0,2,2,2,0,2,2,2,0,1,1288,4840,0
3681,1,1,1,0,41,1,2,1,0,0,2,0,2,2,0,1,2,20,3961,1
1380,1,0,1,1,58,1,0,1,0,2,0,2,2,2,1,1,0,1555,5015,0
1933,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,3,327,3548,0
4675,1,0,0,0,38,1,2,1,0,0,0,2,2,2,1,1,2,0,3595,1
5924,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,346,400,0
2030,1,0,0,1,12,1,2,0,2,2,0,0,0,0,0,0,0,866,619,0
892,1,1,0,0,26,1,2,1,0,0,2,0,0,0,0,1,1,1226,2266,0
4876,1,0,0,0,2,1,0,1,2,2,2,0,2,2,0,1,2,82,163,1
4069,1,0,1,1,65,1,0,1,2,0,0,2,2,2,2,1,2,1576,5294,0
4255,1,0,1,0,5,1,2,0,0,0,2,0,2,2,1,1,3,1117,6508,1
2,1,0,0,0,12,1,0,0,2,2,0,0,0,0,0,1,3,740,157,1
2109,1,0,0,0,28,1,2,2,1,1,1,1,1,1,2,0,0,418,6502,0
2737,1,0,0,0,61,1,2,1,0,0,2,2,2,2,1,1,1,87,5432,0
2466,1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,0,3,344,375,0
5139,1,0,1,1,46,1,2,2,1,1,1,1,1,1,2,0,3,395,478,0
3845,1,0,0,0,34,1,0,1,0,0,2,0,0,0,0,1,2,1089,2430,1
2553,1,1,0,0,12,1,0,2,1,1,1,1,1,1,0,0,2,317,3189,0
3564,1,0,0,0,60,1,2,1,0,2,0,0,0,2,1,0,1,1406,4801,0
4867,1,0,1,0,28,1,2,1,0,0,2,0,2,2,0,0,2,17,3056,0
1868,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,590,3735,0
5181,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,1413,5157,0
10,1,0,1,1,5,1,0,0,2,0,0,0,0,0,0,1,3,679,4823,0
806,1,0,0,0,10,1,0,0,0,0,2,2,0,0,0,0,1,767,111,0
5741,1,0,0,0,11,1,2,1,0,2,0,0,2,2,0,1,2,1584,1534,1
5943,1,0,0,0,1,1,0,1,0,0,2,0,2,0,0,1,2,1296,6179,1
2234,1,0,1,1,16,1,2,0,0,2,0,2,0,0,2,0,3,841,759,0
4494,1,0,0,0,23,1,0,1,0,2,0,0,0,2,0,0,2,1285,1987,0
704,1,0,0,0,34,1,0,0,0,2,0,0,0,0,0,0,3,665,1707,0
2033,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,337,1610,1
1165,1,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,1,331,4304,0
3760,1,0,0,0,23,1,0,1,0,0,2,0,0,0,0,1,1,1083,1957,0
2624,1,0,1,1,9,1,2,0,0,2,2,2,0,0,0,1,3,963,148,0
4484,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1026,5508,0
4435,1,0,1,0,9,1,2,1,0,2,0,0,0,0,0,1,0,1214,611,0
4361,1,0,0,0,22,1,0,0,2,2,0,2,0,0,1,1,2,824,1193,0
1771,1,1,0,0,5,1,0,1,0,0,0,0,2,2,0,1,2,1407,371,1
3511,1,0,0,0,49,1,2,2,1,1,1,1,1,1,2,0,3,388,512,0
271,1,0,1,0,53,1,0,0,2,2,0,2,0,0,2,1,2,842,2987,0
813,1,0,1,1,28,0,1,0,2,0,0,0,0,0,1,0,0,456,6414,0
3810,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,600,3743,0
5716,1,0,0,1,12,1,0,0,0,0,0,0,0,2,0,1,2,769,158,0
5982,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,329,2641,0
545,1,0,1,1,28,1,0,1,0,0,0,0,0,2,1,1,0,1183,2292,0
3241,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,335,1608,1
738,1,1,0,0,37,1,2,1,0,2,0,0,0,0,0,1,0,1191,2902,0
6932,1,0,0,0,2,1,0,0,0,0,0,0,0,2,0,1,0,798,4259,0
920,1,0,1,0,57,1,2,2,1,1,1,1,1,1,1,0,0,379,919,0
3587,1,1,0,0,72,1,2,1,0,2,0,0,2,2,0,1,1,1574,6365,1
3959,1,0,0,0,55,1,0,0,0,0,2,0,0,2,1,1,0,874,3147,0
38,1,0,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,121,3074,1
2983,1,0,1,1,69,1,2,0,2,2,2,2,2,2,2,0,1,1395,5188,0
3223,1,0,1,0,23,0,1,0,0,2,0,0,0,0,0,0,1,445,6420,0
1182,1,0,0,0,53,0,1,0,2,0,2,0,2,2,0,1,2,738,2777,0
614,1,0,0,0,46,1,2,0,0,0,2,2,0,2,2,0,0,1009,2961,0
6912,1,0,0,0,72,1,2,1,0,0,0,0,2,0,0,1,2,1309,5981,0
1466,1,0,1,1,4,1,0,0,2,0,0,0,0,0,0,1,2,664,4712,0
4497,1,1,1,0,57,1,0,1,0,2,2,0,2,2,1,1,2,1545,4819,0
3042,1,0,0,0,41,0,1,0,0,2,0,0,0,0,0,0,0,454,688,1
5085,1,0,0,0,33,0,1,0,0,0,0,2,0,2,0,1,2,557,891,0
6351,1,0,1,1,46,1,2,1,0,2,0,2,2,2,0,0,2,68,4291,1
4822,1,0,1,1,70,1,0,1,2,0,2,2,2,2,2,1,1,92,5807,0
826,1,1,1,0,67,1,2,1,0,0,0,0,2,2,0,1,0,1504,5178,1
1521,1,0,0,0,31,1,2,0,2,2,2,2,0,0,1,0,2,972,2095,0
2930,1,0,1,1,25,1,2,2,1,1,1,1,1,1,2,0,3,411,5801,0
3853,1,0,0,0,41,1,2,1,0,0,0,0,0,0,0,0,0,1068,2827,0
4345,1,0,1,1,66,1,0,2,1,1,1,1,1,1,1,1,1,344,739,0
3990,1,0,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,1451,612,0
4806,1,0,0,0,64,1,0,2,1,1,1,1,1,1,1,1,3,322,365,0
5687,1,0,0,0,38,1,0,1,2,2,2,2,0,0,1,1,1,1410,3321,0
3359,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,1,3,332,3557,0
46,1,0,0,0,12,1,0,0,0,2,0,0,0,0,0,0,3,665,6481,0
3726,1,0,0,0,8,1,2,1,0,0,0,2,0,2,0,1,1,1378,831,1
6444,1,0,0,1,25,1,2,0,0,2,0,2,2,2,1,1,3,1193,2238,1
2421,1,0,0,0,65,0,1,0,0,0,2,0,0,2,0,1,0,544,2422,0
1341,1,0,0,1,23,1,0,0,0,0,0,0,2,0,0,1,1,757,1187,1
3640,1,1,1,0,22,1,2,1,0,2,2,0,0,2,0,1,2,1510,2384,1
5537,1,1,1,0,69,1,2,1,2,2,2,2,2,2,2,1,0,265,6030,0
3004,1,0,1,1,1,1,0,1,0,0,0,0,2,2,0,0,3,1380,6297,1
6808,1,0,0,0,33,1,0,1,2,0,2,0,2,2,2,1,2,9,3261,0
3549,1,0,1,1,58,1,0,0,2,2,2,2,0,0,2,1,0,981,3554,0
1458,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,344,1617,1
5896,1,1,1,0,69,1,2,2,1,1,1,1,1,1,2,0,1,405,1323,0
3569,1,0,0,0,9,1,0,2,1,1,1,1,1,1,1,0,3,332,2700,0
5158,1,0,0,0,70,1,2,2,1,1,1,1,1,1,2,0,0,391,1302,0
5744,1,1,1,0,35,1,0,0,0,0,0,0,0,2,1,0,2,779,1925,0
6594,1,0,0,0,6,1,0,2,1,1,1,1,1,1,0,1,2,334,2585,0
1240,1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,1,3,336,4470,0
5136,1,1,0,0,12,1,2,1,0,0,0,0,0,0,0,1,3,1065,972,0
5884,1,1,1,0,41,0,1,0,0,2,2,2,2,2,1,1,0,845,2441,1
153,1,0,1,1,59,1,0,0,2,2,2,2,2,2,2,0,2,1321,4370,0
4460,1,0,1,0,10,1,0,1,0,0,2,2,0,0,0,0,2,1168,862,0
3920,1,0,0,0,69,1,2,1,0,0,2,2,0,0,2,1,1,1327,5033,0
1762,1,0,1,1,29,1,2,1,0,2,0,0,2,0,0,1,0,1390,2746,0
1785,1,0,1,1,65,1,2,0,2,2,2,2,2,2,2,1,1,1440,5154,0
5689,1,0,0,0,45,1,0,1,0,2,0,0,0,0,0,1,2,1104,3279,0
4193,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,1,328,1706,0
1333,1,0,0,0,46,0,1,0,2,0,0,2,0,0,1,1,3,501,1270,0
7035,1,0,0,0,11,1,0,1,0,0,0,0,2,0,0,1,0,1178,892,0
2854,1,0,1,1,9,1,2,0,2,0,2,0,2,0,1,1,0,1026,372,0
186,1,0,0,0,13,1,0,0,0,2,0,0,0,0,0,1,3,716,48,0
2058,1,0,0,0,70,1,2,0,2,2,2,2,2,2,2,0,0,1332,5055,0
5903,1,0,1,0,48,1,2,1,2,0,2,2,0,0,2,1,1,1429,3925,0
148,1,0,0,1,24,1,0,0,0,2,2,0,2,0,1,0,1,922,1528,0
4889,1,0,1,1,42,1,2,1,2,2,2,2,2,2,1,1,0,242,4447,0
6683,1,0,0,0,38,0,1,0,0,0,2,2,0,2,1,0,2,592,1533,0
3363,1,0,1,0,53,0,1,0,0,2,2,2,2,2,2,1,0,806,2842,0
4788,1,0,0,0,55,1,2,0,0,0,2,0,0,0,2,0,1,746,2708,0
3776,1,0,1,0,38,1,0,0,0,0,0,0,2,0,1,1,3,790,2030,0
1386,1,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,1330,4665,0
6649,1,0,1,1,56,1,0,2,1,1,1,1,1,1,0,0,1,330,687,0
5825,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1025,5507,1
3629,1,0,1,1,9,1,2,2,1,1,1,1,1,1,2,1,3,399,3515,0
4797,1,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,1,249,6126,0
3028,1,0,0,0,45,0,1,0,2,2,2,2,0,0,0,1,3,576,1806,1
6120,1,0,0,0,56,1,0,0,0,2,0,0,2,0,0,0,2,836,3092,0
1708,1,0,0,0,34,1,0,0,0,0,2,2,2,2,0,1,2,1099,2587,1
5723,1,0,0,0,54,1,2,1,0,0,0,2,0,0,0,0,0,1217,4062,0
4683,1,0,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,1474,1960,0
5497,1,0,1,1,44,0,1,0,0,2,0,0,2,2,1,1,0,716,2195,1
6165,1,1,0,0,34,1,0,1,0,0,0,0,0,0,0,1,2,1032,2533,0
40,1,0,1,1,2,1,0,0,0,2,0,0,0,0,1,0,3,671,4024,0
5475,1,0,0,1,50,1,2,0,0,2,0,0,0,0,0,1,1,763,2690,1
3430,1,0,0,1,49,1,0,1,2,2,2,0,0,2,1,0,2,1511,4266,0
1304,1,1,1,0,7,1,2,1,0,0,0,0,0,2,0,1,0,1311,627,1
6733,1,0,0,0,20,1,0,0,2,0,0,0,0,0,0,0,3,687,753,0
4616,1,0,1,0,14,1,0,0,0,0,0,0,2,0,0,0,0,755,238,0
3280,1,0,1,0,51,1,0,0,2,2,2,0,0,0,2,0,2,821,2664,0
4223,1,0,0,0,23,1,0,1,0,0,0,0,0,0,0,1,3,1025,1824,0
2106,1,0,1,1,51,1,0,0,2,0,0,0,0,2,1,0,1,836,2740,0
2679,1,0,1,0,34,1,2,1,0,0,0,0,0,0,0,1,2,1104,2607,1
1387,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,382,1120,0
6605,1,1,0,0,63,1,2,1,0,2,2,2,2,2,1,0,1,205,5745,1
6368,1,1,0,0,12,1,2,1,0,0,0,0,2,2,0,1,2,1472,1361,1
6792,1,0,0,0,52,1,2,2,1,1,1,1,1,1,1,0,2,394,602,1
5000,1,0,0,0,56,1,0,0,0,0,0,2,0,0,0,1,1,670,2710,0
1279,1,0,1,0,18,1,0,2,1,1,1,1,1,1,1,1,0,352,4194,0
6281,1,0,0,0,56,1,0,2,1,1,1,1,1,1,1,0,3,345,298,0
6899,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,611,3812,1
3190,1,0,1,1,63,0,1,0,0,0,2,2,2,2,2,0,0,756,3139,0
4566,1,0,1,0,65,1,0,1,0,2,0,2,2,2,1,1,2,6,5349,0
1920,1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,0,342,3988,0
4177,1,0,0,1,14,1,0,0,0,0,0,0,0,0,0,0,3,622,6505,0
1308,1,1,0,0,8,1,2,1,0,0,0,0,2,0,0,1,2,1331,514,1
914,1,0,1,1,70,1,2,2,1,1,1,1,1,1,2,1,0,400,1340,0
3452,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,608,3750,0
774,1,0,1,0,27,1,0,1,0,0,2,0,2,2,1,1,2,1508,2639,1
4425,1,0,1,1,6,1,2,0,2,2,0,0,0,2,0,0,3,1003,6431,0
822,1,0,0,0,42,1,2,1,0,2,2,0,2,2,1,1,2,57,4130,0
4547,1,0,1,1,59,1,2,1,2,2,0,0,2,2,0,1,2,104,5203,0
3983,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,381,2038,1
2538,1,0,1,1,28,0,1,0,0,0,0,2,2,0,2,1,2,556,590,0
6712,1,0,1,1,21,1,0,1,0,0,2,0,2,0,0,0,2,1308,1928,0
1311,1,0,1,1,37,0,1,0,0,2,2,0,0,2,1,1,1,611,1680,0
5383,1,0,0,0,30,1,2,1,0,0,0,0,0,2,0,1,2,1294,2653,1
5871,1,0,0,0,17,1,2,0,2,0,0,0,0,0,0,1,0,776,734,1
2490,1,0,0,1,33,1,2,1,0,0,0,2,2,2,2,0,3,11,3336,0
6593,1,0,1,0,51,0,1,0,0,0,2,2,2,2,0,1,0,754,2572,1
3462,1,0,0,0,67,1,2,1,0,0,0,0,0,2,0,1,3,1303,4929,1
3451,1,1,1,0,62,1,0,1,0,0,0,0,0,0,1,1,0,1038,3883,0
1481,1,0,1,1,70,0,1,0,2,2,2,2,2,2,2,1,1,934,4027,0
4150,1,1,1,0,67,1,0,1,0,0,0,0,2,2,0,1,2,1377,4946,0
3335,1,0,0,0,4,1,2,2,1,1,1,1,1,1,0,0,2,396,2741,0
4926,1,0,1,0,59,1,0,0,0,2,2,2,0,0,2,1,1,850,3224,0
946,1,0,1,1,34,1,0,2,1,1,1,1,1,1,0,1,3,343,5867,0
6816,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,1025,5507,1
3057,1,0,1,1,18,1,0,2,1,1,1,1,1,1,1,0,2,325,3499,0
5490,1,0,0,0,56,1,0,0,2,2,0,0,0,0,0,1,0,777,2907,0
768,1,0,0,0,36,1,0,1,0,0,0,2,0,0,0,1,2,1096,2680,0
6615,1,0,0,1,72,1,0,0,0,2,0,0,0,0,0,1,2,682,4085,0
3495,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1118,5770,1
4524,1,0,1,0,16,1,2,1,2,2,2,0,2,0,0,1,2,1570,1801,1
6259,1,0,1,1,57,1,0,0,0,2,0,2,2,2,2,0,0,1149,3874,0
2079,1,0,1,1,68,1,2,1,2,2,0,0,2,2,0,1,2,115,5804,0
3389,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,1031,5513,0
6135,1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,1,0,248,6089,0
989,1,0,1,1,28,1,0,2,1,1,1,1,1,1,1,0,1,325,5364,0
3212,1,0,1,0,35,1,0,1,0,2,2,0,0,0,0,1,2,1204,2751,0
1759,1,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,3,321,3546,0
4422,1,0,0,0,24,1,0,1,0,2,0,0,2,2,1,1,0,1531,2623,0
5182,1,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,1,395,2429,0
688,1,0,0,0,48,0,1,0,0,2,0,0,0,0,1,0,3,450,1095,0
5203,1,0,0,1,23,1,0,0,0,0,0,2,2,2,0,0,3,1033,1886,0
4944,1,0,1,1,2,1,2,2,1,1,1,1,1,1,0,1,3,384,2184,0
966,1,0,0,0,67,1,0,2,1,1,1,1,1,1,0,0,2,318,229,1
6644,1,0,1,0,58,1,2,1,0,0,0,0,2,2,1,1,0,1521,4687,0
2203,1,0,1,1,70,1,2,1,2,2,2,2,0,2,1,1,1,92,5790,0
2713,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,342,1615,0
4757,1,0,0,0,1,1,2,0,0,2,0,2,0,0,0,0,3,849,4911,1
5098,1,1,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,1150,2011,1
6198,1,0,1,1,18,1,2,2,1,1,1,1,1,1,2,0,1,406,5093,0
4805,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,3,387,600,0
4120,1,0,1,1,19,1,0,1,0,0,0,0,0,2,1,0,0,1183,1669,0
4759,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,1183,5914,1
5775,1,0,1,1,54,1,2,1,0,0,0,0,2,0,2,0,0,1252,4077,0
6150,1,0,0,0,26,1,0,1,0,0,0,0,2,2,0,0,2,1418,2479,0
6866,1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,1501,6443,1
3600,1,1,1,1,47,1,2,1,0,2,2,0,0,0,0,1,2,1283,3542,1
7009,1,0,0,0,16,1,2,1,0,0,2,0,0,0,0,1,2,1224,1520,1
5803,1,0,1,0,45,1,2,1,0,2,0,0,0,0,0,1,2,1230,3556,1
385,1,1,1,0,3,1,0,2,1,1,1,1,1,1,0,0,3,332,1761,1
6141,1,1,1,0,48,1,2,1,2,0,2,0,2,2,0,1,2,78,4616,1
6565,1,0,1,0,58,1,2,1,2,2,0,0,2,2,0,1,2,118,5139,0
3507,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,328,5909,0
1332,1,0,0,0,66,1,2,2,1,1,1,1,1,1,2,0,0,375,1215,0
3502,1,0,0,0,39,0,1,0,2,0,2,0,2,2,1,1,2,743,2093,0
5031,1,0,1,1,72,1,0,1,0,2,0,2,2,2,0,1,2,29,6337,0
4662,1,0,0,1,15,1,0,2,1,1,1,1,1,1,0,0,1,336,3676,0
1854,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,577,3658,1
3030,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,1195,5969,1
1205,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,1109,5724,1
3476,1,1,1,0,62,1,2,1,2,0,0,0,2,2,1,1,2,15,5301,0
5925,1,0,0,0,13,1,2,0,0,2,0,2,2,0,1,1,2,993,766,0
1792,1,0,1,1,37,1,2,0,2,2,0,0,2,0,0,1,0,1007,2657,0
5526,1,0,1,1,47,1,2,2,1,1,1,1,1,1,1,1,3,375,396,0
3797,1,0,1,0,38,1,2,0,2,0,2,0,2,2,1,1,2,1208,3104,0
3367,1,0,0,0,48,1,2,0,2,2,2,2,2,2,2,1,3,1382,3938,0
6173,1,1,0,0,29,1,2,1,2,0,0,0,0,2,0,0,1,1417,2764,0
5109,1,0,1,1,63,1,0,0,2,2,2,2,0,0,2,0,3,949,3491,0
603,1,0,0,0,41,1,2,1,0,2,2,2,2,2,2,0,2,163,4154,0
3056,1,0,1,1,46,1,2,0,2,0,0,2,2,0,2,1,1,1029,3021,0
6125,1,0,1,0,5,1,2,1,0,0,2,0,2,2,0,1,1,42,650,1
3876,1,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,13,2058,0
2935,1,0,1,0,69,1,0,0,2,2,2,2,2,2,2,1,0,1321,4942,0
5443,1,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,2,618,425,0
4451,1,1,0,0,40,1,2,1,0,0,0,0,2,2,0,1,0,1470,3593,0
2730,1,0,0,0,44,1,2,1,0,2,0,2,2,2,1,1,0,127,4340,0
1639,1,1,0,0,9,1,0,0,0,0,0,0,0,0,0,1,2,610,5871,1
3281,1,0,1,0,44,1,0,1,0,2,0,0,2,2,2,1,2,1488,3973,0
6483,1,0,1,1,5,1,0,1,0,0,2,0,2,2,0,0,2,1531,603,0
362,1,0,1,0,54,1,0,0,0,0,2,0,0,0,1,0,1,686,2484,0
2349,1,0,1,1,70,1,2,1,0,2,2,2,0,0,2,0,0,1406,5244,0
814,1,1,0,0,45,1,0,2,1,1,1,1,1,1,0,0,0,334,6419,0
6900,1,1,0,0,47,1,0,1,0,0,2,0,2,2,1,1,0,1472,4158,0
3325,1,0,0,0,34,1,2,1,0,0,0,0,0,2,0,1,2,1312,2934,1
2116,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,2,750,4487,1
1834,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,611,3812,1
94,1,0,0,0,70,1,2,1,0,2,2,0,2,2,2,1,0,18,5751,0
4225,1,0,1,0,71,1,0,2,1,1,1,1,1,1,0,0,3,338,1029,0
3756,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,385,2040,1
6236,1,1,1,0,27,1,2,1,0,2,0,0,2,2,0,1,0,12,2846,0
3228,1,0,1,1,49,1,2,1,0,2,2,0,2,2,1,1,2,99,4619,0
6274,1,0,0,0,53,1,2,1,0,0,0,0,2,0,1,1,2,1337,4185,0
6514,1,0,1,0,70,0,1,0,2,2,2,2,2,2,2,1,2,926,4013,0
2912,1,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,1462,2568,0
1865,1,1,0,0,43,1,2,1,0,2,0,0,2,2,1,1,2,1565,4012,0
5373,1,0,1,0,69,1,0,1,0,2,2,2,2,2,2,1,2,99,5659,0
2336,1,0,1,0,9,1,0,1,0,0,0,0,0,0,0,1,0,1027,390,1
950,1,1,0,0,12,1,0,0,0,0,0,0,0,0,0,0,3,608,6209,1
3068,1,0,1,0,47,1,2,1,2,2,0,0,0,2,1,1,1,1520,4160,0
1120,1,0,0,0,13,1,0,1,0,0,0,0,0,0,0,0,1,1030,889,0
2597,1,0,1,0,69,1,2,1,2,2,2,0,2,2,1,1,2,180,5938,0
2204,1,0,1,1,64,1,2,1,2,2,2,0,2,2,1,1,2,211,5762,1
922,1,0,1,0,8,1,2,1,0,0,0,0,0,0,0,1,2,1119,350,0
5742,1,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,3,255,6150,0
1202,1,0,1,0,49,1,0,1,0,2,0,0,2,2,1,1,0,1477,4108,1
6775,1,1,0,0,53,1,2,0,0,2,2,0,2,2,2,1,0,1199,3767,0
2151,1,0,0,0,65,1,2,2,1,1,1,1,1,1,2,1,0,379,901,0
3687,1,0,1,1,11,1,0,1,0,2,0,2,2,2,1,0,0,0,1465,1
4033,1,0,1,1,64,1,0,0,2,2,0,2,0,0,1,0,3,848,3410,0
6903,1,0,1,0,29,1,2,0,0,2,0,2,2,0,1,1,2,999,2094,0
2192,1,1,1,0,52,1,0,0,2,2,2,2,2,2,2,1,0,1312,4076,0
2712,1,0,0,0,71,0,1,0,2,0,0,0,0,0,0,0,3,437,1775,0
2190,1,0,1,0,69,1,2,0,0,2,2,2,2,2,2,0,1,1283,4880,0
3762,1,0,0,0,7,1,2,0,0,0,0,0,0,0,0,1,2,660,5763,0
3597,1,0,1,0,18,1,0,1,0,0,0,2,2,2,0,1,1,1506,1972,0
4711,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,3,329,4962,0
1318,1,0,0,0,71,1,0,0,2,0,2,0,0,2,0,1,2,963,4773,0
1863,1,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,3,398,1207,0
2449,1,0,1,1,3,1,0,0,0,0,2,0,2,0,0,1,0,840,5395,0
2136,1,0,0,1,7,1,2,1,0,2,0,0,2,0,0,1,2,1417,797,0
6985,1,0,1,1,31,0,1,0,2,0,2,2,0,0,1,1,2,550,949,0
4227,1,0,1,1,66,1,0,0,2,2,0,2,2,2,2,0,0,1217,4600,0
2621,1,0,1,0,69,1,0,0,0,2,2,2,2,2,2,1,1,1186,4612,0
6144,1,1,1,0,16,1,0,1,2,2,0,0,0,2,0,1,2,1397,1658,0
872,1,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,332,493,0
3850,1,0,1,0,47,1,0,0,2,2,2,2,2,2,2,1,1,1264,3487,0
6730,1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,326,2883,0
2965,1,0,0,0,47,1,2,1,0,0,2,0,0,0,0,0,1,1204,3620,1
3391,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,313,5665,0
2560,1,0,0,0,41,1,2,1,2,2,0,0,0,2,0,1,2,1466,3551,1
6894,1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,112,2896,1
2635,1,0,0,0,60,1,2,2,1,1,1,1,1,1,2,0,3,401,1002,0
5256,1,0,1,1,48,1,2,1,0,0,2,2,0,2,2,1,0,1517,4219,1
1908,1,0,0,0,66,1,0,2,1,1,1,1,1,1,2,0,1,332,728,0
6153,1,0,1,1,57,1,0,2,1,1,1,1,1,1,2,1,0,352,499,0
1604,1,0,1,1,66,1,2,1,0,2,2,0,2,0,1,0,1,1507,5215,0
3490,1,0,1,1,71,1,0,0,0,0,2,0,0,0,0,1,2,701,3544,1
6845,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,626,3825,0
1994,1,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,325,3602,0
6980,1,1,0,0,8,0,1,0,0,2,0,0,2,0,0,1,3,529,5373,1
6118,1,0,0,0,70,1,2,1,2,2,2,2,2,2,2,1,2,299,6226,0
2376,1,0,0,0,3,1,0,0,0,2,0,0,2,0,1,1,2,872,5658,0
6445,1,0,0,0,34,1,2,1,2,0,0,0,2,0,0,0,2,1410,3165,0
1619,1,0,0,0,66,1,2,0,2,2,2,2,0,2,2,1,1,1234,4607,0
3713,1,1,1,0,41,1,0,1,0,0,0,0,0,2,0,1,2,1212,3121,1
2060,1,0,1,1,69,1,2,0,2,2,2,2,2,2,2,0,2,1404,5111,0
2219,1,1,0,0,13,1,0,1,0,0,0,0,2,2,0,0,2,1396,1124,0
260,1,1,0,0,23,0,1,0,0,0,2,0,0,2,0,1,2,564,583,1
6212,1,0,0,0,7,0,1,0,0,0,2,0,2,2,1,0,2,695,5426,0
2039,1,0,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,1191,1238,1
4785,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,2,1217,838,1
3744,1,0,0,0,19,1,0,1,0,2,0,0,0,0,1,0,0,1121,1647,0
2026,1,1,0,0,69,1,2,1,0,2,0,2,2,2,1,0,0,109,5705,0
1828,1,0,0,0,37,1,2,2,1,1,1,1,1,1,1,0,2,397,6439,0
1573,1,0,1,1,42,1,0,1,2,2,2,0,0,2,1,1,2,1514,3730,0
4415,1,0,1,0,63,1,2,0,2,2,2,0,0,0,2,1,1,953,3763,0
4749,1,0,0,0,45,1,0,0,0,0,0,2,0,0,0,1,2,664,1777,1
6174,1,0,0,0,34,0,1,0,0,0,2,0,0,0,0,1,2,442,337,1
4208,1,0,1,0,66,0,1,0,0,2,2,2,2,2,1,1,1,863,3631,0
4627,1,0,0,0,57,1,2,1,2,2,2,2,2,2,1,1,1,287,5543,0
